Teacher Name;University Currently Teaching;Department;Province University Located;Designation;Terminal Degree;Graduated from;Country;Year;Area of Specialization/Research Interests;Other Information
Saneeha Amir;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Rizwan Rashid;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;MS;Blekinge Institute of Technology;Sweden;;;
Sehresh Khan;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Sidra Malik;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Nusrat Shaheen;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Saira Beg;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Behjat Zuhaira;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Muhammad Fayez;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Isma ul Hassan;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Bushra Naz;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Hilal Jan;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Sidra tul Muntaha;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Umar Iqbal;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Sadia Maryam;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Muhammad Usman Tariq;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Rafia Farooq;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Awais Ahmad;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Qasim Malik;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Sana Nasir;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Hufsa Mohsin;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Waseem Abbas;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Sara Ali;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Azam Khan;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Ahmed Khan;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Gulmina Rextina;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Taimur Shahzad;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Humaira Waqas;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Aaliya Sarfaraz;COMSATS, Islamabad Campus;Computer Science;Capital;Lecturer;;;;;;
Anis ur Rahman;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;University of Grenoble;France;2013;Visual Perception, Computer Vision, GPGPU;
Mian Muhammad Hamayun;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;University of Grenoble;France;2012;Native Simulation of MPSoC, Virtualization, Software Performance Estimation and Binary Translation;
Asad Waqar Malik;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;National University of Sciences and Technology;Pakistan;2012;Parallel and Distributed Simulation;
Asad Ali Shah;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;University of Malaya;Malaysia;2017;Question Answering, Credibility Assessment, Information Retrieval, Information Processing, Semantic Web;
Arsalan Ahmad;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;Politecnico di Torino;Italy;2014;Energy Efficiency in Telecommunication Networks, Optical Network Optimization;
Muhammad Zeeshan;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;National University of Sciences and Technology;Pakistan;2016;Wireless Networks;
Muazzam A Khan Khattak;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD; University of Missouri, KC;USA;2016;Wireless Sensor Networks, IOT, Image Encryption and Compression, Localization;
Qaiser Riaz;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;University of Bonn;Germany;2015;Human motion analysis, character animation, inertial based motion analysis, ubiquitous computing, robotics;
Safdar Abbas Khan ;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;University of Paris;France;2011;"Localization in wireless sensor networks; Soft computing techniques";
Sohail Iqbal Khan;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;University of Paris-Est;France;2011;Surgical Robotics, Mathematical Modeling, Fuzzy Controllers;
Sharifullah Khan TI;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;The University of Leeds;UK;2002;Databases, Information Retrieval;
Maajid Maqbool;National University of Sciences and Technology;Computing;Capital;Assistant Professor;MBA; University of Windsor;Canada;1983;Management and Technology in general;
Sana Khalique;National University of Sciences and Technology;Computing;Capital;Assistant Professor;MS; National University of Sciences and Technology-NIIT;Pakistan;2005;Distributed Computing;
Fahad Ahmed Satti;National University of Sciences and Technology;Computing;Capital;Assistant Professor;MS;University of Trento;Italy;2014;e-learning, Big Data, Application Development;
Muhammad Imran Malik;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;University of Technology;Germany;;Machine Learning;
Mudassar Ahmad Mughal;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;Stockholm University;Sweden;;;
Nadeem Ahmed;National University of Sciences and Technology;Computing;Capital;Head of Department;PhD;University of New South Wales, Sydney;Australia;2007;Wireless Sensor Networks, Data Centre Networking, Software Defined Networking;
Muhammad Moazam Fraz;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;Kingston University London;UK;2013;Pattern Recognition, Computer Vision and Machine Learning, Medical Image Analysis;
Muhammad Mudassir Malik;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;Vienna University of Technology;Austria;2009;Scientific and Information Visualization, Comparative Visualization, Industrial CT (HEC Approved PhD Supervisor);
Imran Mahmood Hashmi;National University of Sciences and Technology;Computing;Capital;Assistant Professor;PhD;KTH Royal Institute of Technology;Sweden;2013;Software Enginneering, System Modeling and Analysis, Formal Verification;
Saad Naeem Zafar;RIPHAH International;Computing;Capital;Dean;PhD;Griffith University;Australia;;Software Engineering, Requirements Engineering, Software Quality, Software Engineering Education (e-Learning), Cybersecurity (Governance, Management, Audit, Data Security and Privacy);
Naveed Ikram;RIPHAH International;Computing;Capital;Professor/Associate Dean (Research);PhD;University of Salford;UK;2000;Empirical Software Engineering, Requirements Engineering, Usability Engineering, Global Software Development, Agile Development, Software Engineering Education;
Mr. Abdul Mateen;RIPHAH International;Computing;Capital;Assistant Professor/In Charge;MS;;;2016;Information Systems;
Muhammad Yousaf;RIPHAH International;Computing;Capital;Assistant Professor;PhD;;;2013;Computer Engineering, Computer Networks, Network Security, Cyber Security;
Rizwan Bin Faiz;RIPHAH International;Computing;Capital;;PhD;Loughborough University;UK;2010;Artificial Intelligence, Model Base Testing;
Muhammad Zubair;RIPHAH International;Computing;Capital;;PhD;International Islamic University,Islamabad;Pakistan;2008;Wireless Networks, Evolutionary Computing, Machine Learning;
Muhammad Saud Khan;RIPHAH International;Computing;Capital;Assistant Professor;MS;University of Central Missouri;USA;1997;Software Engineering Practices, Web Development, Software Project Management;PhD in progress 
Mr. Musharif Ahmed;RIPHAH International;Computing;Capital;Assistant Professor;MS;Capital University of Science & Technology;Pakistan;2003;Data Science, Machine Learning, Software Engineering,;PhD in progress 
Ms. Hajra Murtaza;RIPHAH International;Computing;Capital;Senior Lecturer;MS;;;2016;;
Ms.Sumera Saleem;RIPHAH International;Computing;Capital;Assistant Professor;MS;;;2016;;PhD in progress
Mr. Adeel Zafar;RIPHAH International;Computing;Capital;Lecturer;PhD;FAST– National University of Computer and Emerging Sciences;Pakistan;2018;;
Mr. Syed Sherjeel Ahmad Gilani;RIPHAH International;Computing;Capital;Lecturer;MS;Riphah International University;Pakistan;2011;;PhD in progress
Ms. Naurin Zamir;RIPHAH International;Computing;Capital;Lecturer;MS;;;2016;;
Ms.Tazznia Malik;RIPHAH International;Computing;Capital;Lecturer;BS;;;2016;;
Dr. Azhar Abbas Rizvi;Quaid e Azam University Islamabad;Information Technology;Capital;;;;;;;
Ms. Madiha Haider Syed;Quaid e Azam University Islamabad;Information Technology;Capital;;;;;;;
Ms. Bushra Almas;Quaid e Azam University Islamabad;Information Technology;Capital;;;;;;;
Mr. Abdul Qudus Abbasi;Quaid e Azam University Islamabad;Information Technology;Capital;;;;;;;
Ms. Robina Rashid;Quaid e Azam University Islamabad;Information Technology;Capital;;;;;;;
Mr. Khurram Gulzar Rana;Quaid e Azam University Islamabad;Information Technology;Capital;;;;;;;
Ms. Sidra Batool Kazmi;Quaid e Azam University Islamabad;Information Technology;Capital;;;;;;;
Ms. Abida Sadaf;Quaid e Azam University Islamabad;Information Technology;Capital;;;;;;;
Mr. M. Munawar Iqbal ;Quaid e Azam University Islamabad;Information Technology;Capital;;;;;;;
Waseem Shahzad;FAST-NU(Islamabad);Computer Science;Capital;Professor/HoD;PhD;FAST– National University of Computer and Emerging Sciences;Pakistan;2010;Data Mining, Computational Intelligence, Machine Learning, and Theory of Computation ;
Ejaz Ahmed;FAST-NU(Islamabad);Computer Science;Capital;Associate Professor;PhD;University of BedfordShire;UK;2011;Databases, Grid Computing, Cloud Computing, Information Systems and Software Applications Architecture;
Hammad Naveed;FAST-NU(Islamabad);Computer Science;Capital;Associate Professor;PhD;University of Illinois;USA;2012;Computational Structural Biology. He is particularly interested in computational identification of novel drug targets, drug repositioning, biophysical modelling of tissues and computational characterization of membrane proteins.;
Hasan Mujtaba Kayani;FAST-NU(Islamabad);Computer Science;Capital;Associate Professor;PhD;FAST– National University of Computer and Emerging Sciences;Pakistan;2010;Artificial Intelligence, Computational Intelligence, Machine Learning, Data Mining & Knowledge Discovery, Evolutionary Gaming, Machine Vision & Robotics;
Kashif Munir;FAST-NU(Islamabad);Computer Science;Capital;Associate Professor;PhD;University of Innsbruck;Austria;2009;computer networks, high-performance computing and computer communications, performance evaluation (simulation and analytical modeling) of computer and communication systems and mobility management. Currently, he is working on mobility cost analysis in mobile networks.;2 year post doctorate at Telecom Bretagne (Rennes Campus), IRISA, France in 2011/2012
M.Zohaib Zafar Iqbal;FAST-NU(Islamabad);Computer Science;Capital;Associate Professor;PhD;University Of Oslo;Norway;2012;model-driven engineering, software testing, and empirical software engineering;
Ehtesham Zahoor;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PhD;Nancy 2 University;France;2011;Cloud Computing and Services Composition;
Hammad Majeed;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PhD;University of Limerick;Ireland;2007;Artificial Intelligence, Computational Intelligence, Machine Learning, Data Mining & Knowledge Discovery, Evolutionary Gaming, Machine Vision & Robotics.;
Irum Inayat;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PhD;University of Malaya;Malaysia;2015;agile software development methods, empirical software engineering, requirements engineering, wearable learning, and merger of artificial intelligence with software engineering;
Labiba Fahad;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;MS;Ghulam Ishaq Khan Institute of Science and Technology;Pakistan;2007;;
Mirza Omer Baig;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PhD;University Of Waterloo;Canada;2013;confluence of Green Computation, Compiler Optimizations, Memory Hierarchy Optimizations, Constraint Programming and Graph Theoretic Algorithms. During the last few years he has worked on several compiler optimization problems targeted towards low-end, power constrained processors. These include formalizing instruction scheduling for clustered architectures, memory hierarchy optimizations and code generation.;
Muhammad Adnan Tariq;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PhD;University of Stuttgart;Germany;2013;Internet of Things (IoT), mobile and pervasive computing, geo-distributed fog & cloud computing and Software-defined Networking (SDN) with focus on scalability, quality of service (QoS), fault tolerance and security aspects;
Muhammad Asim;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PhD;Liverpool John Moores University;UK;2010;;
Sibt Ul Hussain;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PostDoc;University Of Caen;France;2013; visual recognition (object detection, image classification, face recognition, etc.), machine learning and programming;
Usman Farrokh Niaz;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PhD;Paris Tech University of Eurecom;France;2014;Computer Vision, Machine Learning, Pattern Recognition and Image/Video Retrieval.;
Uzair Khan;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PhD;University of Nice, Sophia Antipolis;France;2011;Model Driven Software Engineering, in particular focusing on Model Transformations and Automated Model based Software Testing;
Ali Nasir;FAST-NU(Islamabad);Computer Science;Capital;Assistant Professor;PhD;University Of Salford;UK;2009;Management Information Systems & its security, Software Project Management, Human Computer interaction, and Supply Chain Management.;
