,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
1674,Rehan Ashraf,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,"University of Engineering and Technology,Taxila",Pakistan,,"Image classification, Image retrieval, Content-Based Image Retrieval, Machine learning, Computer vision",
1675,Mudassar Ahmad,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,University of Technology,Malaysia,,,
1676,Sohail Jabbar,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,"Bahria University,Islamabad",Pakistan,,Wireless Communication and Networks,
1677,Nadeem Faisal,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,PhD,University of Oviedo,Spain,2017.0,"E-commerce, usability testing, User interface design, User acceptance testing, User experience design, Databases, Requirement engineering & analysis, Human-computer-interaction.",
1678,Haseeb Ahmad,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Beijing University of Posts & Telecommunications,China,2017.0,"Data Mining (Classification, Prediction, Online Social Networks, Recommender Systems and other similar topics), Information Security (Privacy preservation, Authentication and other similar topics).",
1679,Shahbaz Ahmed,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,MSCS,"University of Agriculture, Faisalabad",Pakistan,2005.0,"Geographical Information System, Advanced theory of Computation, Big Data Analytics",
1680,Mubeen Aslam,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,MSCS,"University of Agriculture, Faisalabad",Pakistan,,,
1681,Muhammad Adeel,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSCS,"Government College University,Faisalabad",Pakistan,2011.0,,
1682,Muhammad Shahid,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSSE,Linköping University,Sweden,2008.0,"Software Engineering, Model-Based Software Engineering, Model-Based Testing, Software Architecture and Design, Software Process Improvement, Formal Methods, Model Checking, Software Quality Assurance, Software Testing, Programming Techniques, Parallel Programming, Mobile Computing, Autimated Testing",
1683,Nasir Mahmood,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSc,"University of Engineering and Technology,Taxila",Pakistan,2009.0,"Computer Architecture, Operating System, Computer Networks",
1684,Umer Ali Khan,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSSE,"University of Engineering and Technology,Taxila",Pakistan,,,
1685,Shahbaz Ahmad Sahi,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSCS,National Textile University,Pakistan,2014.0,"Research Paper Recommender Systems (Co-Citation & Bibliographic Analysis, Content and Metadata based Recommendation), Information Retrieval in Digital Libraries (Rule based information extraction from PDF sources)",
1686,Muhammad,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSIT,National University of Sciences and Technology,Pakistan,2016.0,"Wireless Sensor Networks (WSN), Wireless Body Area Networks (WBAN), Internet of Things (IoT), Energy Harvesting (EH)",
1687,Muhammad Ayzed Mirza,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSCS,National Textile University,Pakistan,,"Wireless Networks, Cognitive Radio Networks.",
1688,Muhammad Raheel Zafar,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSCS,"University of Agriculture, Faisalabad",Pakistan,,,
1689,Ammar Rafiq,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Head of Department,MS,National University of Sciences and Technology,Pakistan,,"Network Techonologies, Information Technology",PhD in progress
1690,Muhammad Asim Mubarik,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Assistant Professor,MS,National University of Sciences and Technology,Pakistan,,"Programming, Networks",PhD in progress
1691,Usman Ahmed,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MSc,,Ireland,,"Software Engineering, Database Systems, Information Systems",
1692,Rasool Bukhsh,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Islamabad",Pakistan,,,
1693,Awais Bilal,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,,,
1694,Anum Ejaz,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,National Textile University,Pakistan,,Software Engineering,
1695,Aden Iqbal,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,National Textile University,Pakistan,,,
1696,Amna Yasin,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Islamabad",Pakistan,,,
1697,Fiaz Waheed,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lab Engineer,BS,University of Engineering and Technology,Pakistan,,,MS in progress
1698,Najam Farooq,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lab Engineer,BSc,"Government College University,Faisalabad",Pakistan,,,
1699,Tanveer Younis,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lab Engineer,BS,University of Engineering and Technology,Pakistan,,,MS in progress
1700,Muhammad Sheraz Arshad,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor/Principal,PhD,Universiti Teknologi PETRONAS,Malaysia,,,
1701,Mudassar Ahmed,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Universiti Teknologi PETRONAS,Malaysia,,,
1702,Ijaz Ali Shoukat,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Universiti Teknologi PETRONAS,Malaysia,,,
1703,Uzair Saeed,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,MS,Nottingham Trent University,UK,,,
1704,Zohaib Latif,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,MS,University of Glasgow,UK,,,
1705,Muhammad Waleed,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,MS,"University of Agriculture, Faisalabad",Pakistan,,,
1706,Shahid Mehmood,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MSc,Coventry University,UK,,,
1707,Usman Ahmed,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MS,University of Engineering and Technology,Pakistan,,,
1708,Syed Mudassir Alam,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,,,,,,MS in progress
1709,Tahir Farooq,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,BS,National Textile University,Pakistan,,,MS in progress
1710,Abid Jamil,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,,,,,,MS in progress
1711,Mohsan Rehman,"Riphah University,Faisalabad",Computer Science,Punjab,Teaching Fellow,BS,"Riphah International University,Faisalabad",Pakistan,,,
1712,Shehla Ali,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MS,"University of Agriculture, Faisalabad",Pakistan,,,
1713,Aysha Ayub,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MS,Lahore College for Women University,Pakistan,,,
1714,Tallataf Rasheed,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,,,
1715,Fakhar-ul-Islam,Gift University,Computer Science,Punjab,Professor/Dean,MSc,George Washington University,USA,,,
1716,Fahad Javed,Gift University,Computer Science,Punjab,Assistant Professor,PhD,Lahore University of Management Sciences,Pakistan,,,
1717,Zeyad Amin,Gift University,Computer Science,Punjab,Assistant Professor/HoD ,MS,"FAST– National University of Computer and Emerging Sciences,Lahore",Pakistan,,,
1718,Muhammad Shakeel,Gift University,Computer Science,Punjab,Assistant Professor,MSc,"Australian National University, Caneberra",Australia,,,
1719,Muhammad Ziad Nayyar,Gift University,Computer Science,Punjab,Assistant Professor,MS,Government College University,Pakistan,,,PhD in progress
1720,Numan Sheikh,Gift University,Computer Science,Punjab,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,,,PhD in progress
1721,Zulfiqar Ahmad,Gift University,Computer Science,Punjab,Assistant Professor,M.Phil,National College of Business Administration and Economics,Pakistan,,,PhD in progress
1722,Muhammad Junaid Malik,Gift University,Computer Science,Punjab,Assistant Professor,MS,"COMSATS Institute of Information Technology,Wah Cantt",Pakistan,,,PhD in progress
1723,Faiza Ayub Syed,Gift University,Computer Science,Punjab,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,,,
1724,Usman Ahmad Awan,Islamia College Gujranwala,Computer Science,Punjab,Assistant Professor/HoD ,MCS,,,,,
1725,Imran Shafique,Islamia College Gujranwala,Computer Science,Punjab,Lecturer,MSc,,,,,
1726,Shahid Manzoor,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,PhD,"Swedish University of Agricultural Sciences, Uppsala",Sweden,2014.0,"NGS Data (Assembly, Annotation, Metabolic Pathways Analysis), Computational Biology.",On study leave
1727,Muhammad Younas,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor/Incharge Department,MCS,University of the Punjab,Pakistan,2004.0,"Software engineering, Project Management, Programming, Management Information System, Geographic Information Systems, Information System Control and audit, DBMS",MS in progress
1728, Naveed Ahmad Khan Jhamat,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,MSc,University of the Punjab,Pakistan,,,On study leave
1729,Ghulam Mustafa,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,PhD,Beijing Institute of Technology,China,,,
1730,Salman Naseer,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,MS,Lahore Leads University,Pakistan,2015.0,,On study leave
1731,Faiza Ejaz,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Lecturer,MSc,University of the Punjab,Pakistan,2013.0,,PhD in progress
1732,Zeeshan Arshad,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Lahore",Pakistan,2014.0,,
1733,Kashif Riaz,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Islamabad",Pakistan,2013.0,,
1734,Shahid Islam,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Assistant Professor/HoD ,MS,,,,,PhD in progress
1735,Abdul Jaleel,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Assistant Professor,MS,,,,,PhD in progress
1736,Noman Sohaib Qureshi,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Assistant Professor,MS,,,,,PhD in progress
1737,Tayybah Kiren,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Assistant Professor,MS,,,,,PhD in progress
1738,Natasha Nigar,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Assistant Professor,MS,,,,,PhD in progress
1739,Amna Wajid,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Lecturer,MS,,,,,
1740,Zaheer Abbas,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Lecturer,MS,,,,,
1741,Shehzad Aslam,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Lecturer,MS,,,,,
1742,Asma Fardoos,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Lecturer,MS,,,,,
1743,Nadia Yousf,"University of Engineering and Technology,Rachna",Computer Science,Punjab,Lecturer,MS,,,,,
1744,Adeel Ahmed,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1745,Arslan Tariq,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1746,Iqra Tariq,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1747,Syed Hammad Hussain Shah,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1748,Adeel Aslam,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1749,Sohail Ahmed,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1750,Rana Abdul Rehman,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1751,Muhammad Saad Bin Ilyas,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1752,Mubeen Zafar,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1753,Mubashir Ali,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1754,Hafiz Usman Zia,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1755,Najma Iqbal,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1756,Qamar Ud Din,"University of Lahore,Chenab Campus",Computer Science,Punjab,Jr.Lecturer,,,,,,
1757,Adnan Baig,"University of Lahore,Chenab Campus",Computer Science,Punjab,Jr.Lecturer,,,,,,
1758,Nazish Yaqoob,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1759,Mubashara Sheikh,"University of Lahore,Chenab Campus",Computer Science,Punjab,Jr.Lecturer,,,,,,
1760,Abdull Basit Siddiqui,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1761,Muhammad Imran,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,Adjunct
1762,Rizwan Ghani,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1763,Maria Latif,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1764,Aziz Ur Rehman,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1765,Jawwad Ibrahim,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1766,Nadeem Qaiser Mehmood,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1767,Aneela Abbas,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1768,Muhammad Aadil Butt,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1769,Hafiza Maimoona Shahid,"University of Lahore,Chenab Campus",Computer Science,Punjab,Lecturer,,,,,,
1770,Sohail Masood Bhatti,"University of Lahore,Chenab Campus",Computer Science,Punjab,Associate Professor/HoD,,,,,,
1771,Javed Anjum Sheikh,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1772,Babur Hayat,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1773,Mehmood ul Hassan,"University of Lahore,Chenab Campus",Computer Science,Punjab,Assistant Professor,,,,,,
1774,Muhammad Shahzad Sarfraz,University of Gujrat,Computer Science,Punjab,Associate Professor/HoD,PhD,Asian Institute of Technology,Thailand,,using Geospatial technologies to strengthen and integrate health systems,
1775,Abdur Rehman,University of Gujrat,Computer Science,Punjab,Assistant Professor,PhD,University of Engineering and Technology,Pakistan,,His core expertise are in the field of machine learning and his focused area of research is “Text Classification”. ,
1776,Umar Shoaib,University of Gujrat,Computer Science,Punjab,Assistant Professor,,,,,"Machine Learning , Natural Langage Processing , Robotics,Accessibility",
1777,Mubbashar Hussain,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,University of the Punjab,Pakistan,,,
1778,Muhammad Ikram-ul-Haq,University of Gujrat,Computer Science,Punjab,Assistant Professor,,,,,,
1779,Muhammad Usman Ali,University of Gujrat,Computer Science,Punjab,Assistant Professor,,,,,,
1780,Najeeb-Ur-Rehman,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,"FAST– National University of Computer and Emerging Sciences,Lahore",Pakistan,,"Trusted Computing along with Agent Oriented Technologies, and Machine Learning along with Data Mining",
1781,Nauman Riaz,University of Gujrat,Computer Science,Punjab,Assistant Professor,,,,,,
1782,Naveed Anwar Butt,University of Gujrat,Computer Science,Punjab,Assistant Professor,,,,,,
1783,Saliha Zahoor,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,University of Gujrat,Pakistan,,,
1784,Waqas Haider Khan Bangyal,University of Gujrat,Computer Science,Punjab,Assistant Professor,,"IQRA University,Islamabad",Pakistan,,Computational Intelligence and Artificial Neural Network,PhD in progress
1785,Zafar Mehmood,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,University of Gujrat,Pakistan,,,
1786,Ahsan Akhtar,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,,
1787,Adeel Ahmed,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,"Software Engineering, Human Computer Interaction",
1788,Anbreen Kausar,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,Computer Software Engineering,
1789,Ayesha Altaf,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,,On study leave
1790,Ehtisham Rashid,University of Gujrat,Computer Science,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,,,
1791,Fakhra Nazir,University of Gujrat,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,,,
1792,Hafiza Basserat Fatima,University of Gujrat,Computer Science,Punjab,Lecturer,MS,University of the Punjab,Pakistan,,Human Acceptance of Autonomous Social Media Agent,
1793,Muhammad Abo Bakar Aslam,University of Gujrat,Computer Science,Punjab,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,,Computer Engineering,
1794,Muhammad Arif,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,,
1795,Muhammad Bilal Ahmad Janjooa,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,Telecommunication Engineering,
1796,Muhammad Jabbar,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,Software Engineering,
1797,Muhammad Sami Ullah,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,Semantic Web,
1798,Muhammad Tasaddaq Latif,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,,
1799,Ramsha,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,,
1800,Saqib Rasool,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,,
1801,Saleem Afzal,University of Gujrat,Computer Science,Punjab,Lecturer,BS,Hamdard University,Pakistan,,,
1802,Toqeer Ehsan,University of Gujrat,Computer Science,Punjab,Lecturer,,,,,Statistical Language processing,On study leave
1803,Zaheer Ahmed,University of Gujrat,Computer Science,Punjab,Lecturer,MS,Jonkoping University,Sweden,,"Enterprise Modeling, Software Engineering, Information Retrieval, Information and Knowledge Modeling and Information Logistics",
1804,Zahid Iqbal,University of Gujrat,Computer Science,Punjab,Lecturer,MS,"FAST– National University of Computer and Emerging Sciences,Islamabad",Pakistan,,,
1805,Ammarah Javed,University of Gujrat,Computer Science,Punjab,Associate Professor,,,,,,
1806,Ayesha Rashid,University of Gujrat,Computer Science,Punjab,Associate Professor,MS,University of Gujrat,Pakistan,,,
1807,Nabgha Hashmi,University of Gujrat,Computer Science,Punjab,Associate Professor,,,,,,
1808,Rao Mahtab Mahboob,University College of Management and Sciences,Computer Science,Punjab,Lecturer,MS,,,,,
1809,Asif Raza Zaidi,University College of Management and Sciences,Computer Science,Punjab,Lecturer,MS,,,,,
1810,Mr. Abdul Mooed,University College of Management and Sciences,Computer Science,Punjab,Lecturer,BS,,,,,
1811,Shafqat Ali,Pir Mehr Ali Shah Arid Agriculture University,Computer Science,Punjab,Lecturer,,,,,,
1812,Khalid Javed,Pir Mehr Ali Shah Arid Agriculture University,Computer Science,Punjab,Network Sub-Engineer,,,,,,
1813,Shah Khusro,University of Peshawar,Computer Science,KPK,Professor/HoD,PhD,Vienna University of Technology,Austria,,"Web Engineering, Web Semantics, Web 2.0, Lifelogging, Smartphones, Information Overload, Technology for People with Special Needs",
1814,Azhar Rauf,University of Peshawar,Computer Science,KPK,Professor,PhD,Colorado Technical University,USA,2006.0,"Database Security (Fine Grained Security Techniques, K-Anonymity, Digital Watermarking, Data Encryption), Data Warehousing (Data Quality Techniques, Data De-duplication), Data Mining, Big Data Analytics","Remained at the Chancellor’s list by achieving 4.0 CGPA during the MS Computer Science Program at Colorado Technical University, USA"
1815,Muhammad Abid,University of Peshawar,Computer Science,KPK,Professor,PhD,Cranfield University,UK,1990.0,"Sentiment Analysis, Text Simplification, Plagiarism Detection, Automatic paraphrasing",
1816,Saeed Mahfooz,University of Peshawar,Computer Science,KPK,Professor,PhD,Liverpool John Moores University,UK,2001.0,"Networks, Mobile Adhoc networks, Wireless sensor Networks, Distrinuted systems, Differential services, Routing Algorithms, Internet Protocol IPv6",
1817,Sara Shahzad,University of Peshawar,Computer Science,KPK,Associate Professor,PhD,Technical University of Graz,Austria,2010.0,"Agile Software Development, Software Quality, Empirical Research in Software Engineering",
1818,Abdul Haseeb Malik,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of York,UK,2012.0,Concurrency and Parallelism Operating System Kernels Programming Languages Computer Architecture Internet of Things,
1819,Asim Jalal,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Southampton,UK,,"Human Computer Interaction, Technology Enhanced Learning, Learning Analytics, Persuasive Technologies, UX Design",
1820,Huma Javed,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,Liverpool John Moores University,UK,2008.0,"Middleware, Sensor networks, Embedded systems, Pervasive computing ,Wireless communications.",Currently Member of Board of  Studies of Kohat University and Shaheed Benazir Bhutto  University
1821,Muhammad Haseeb,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,,,,,
1822,Muhammad Naeem,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,Brock University Canada,Canada,,,
1823,Naveed Ahmad,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Surrey,UK,2013.0,"Intelligent Transport System, Security, Privacy, Formal Modelling Delay Tolerant Networking, multicasting",
1824,Waheed ur Rehman,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Westminster,UK,2016.0,"60-GHz networks, resource allocation in HetNets, Capacity analysis in wireless networks",
1825,Ibrar Ahmad,University of Peshawar,Computer Science,KPK,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,2005.0,"Artificial Intelligence, Machine Learning, Neural Networks, Algorithms",
1826,Javed Iqbal,University of Peshawar,Computer Science,KPK,Assistant Professor,MS,Manchester Metropolitan University,UK,,,
1827,Qazi Ejaz Ali,University of Peshawar,Computer Science,KPK,Assistant Professor,MS,Agricultural University Peshawar,Pakistan,2008.0,Network Security,
1828,Fatima Tuz Zuhra,University of Peshawar,Computer Science,KPK,Assistant Professor,MS,University of Peshawar,Pakistan,,,
1829,Muhammad Amir,University of Peshawar,Computer Science,KPK,Lecturer,MS,University of Peshawar,Pakistan,2009.0,"Artificial Intelligence, Natural Language Processing",
1830,Muhammad Sadeequllah,University of Peshawar,Computer Science,KPK,Lecturer,MS,University of Peshawar,Pakistan,2009.0,Artificial Intelligence-Artificial Neural Networks Artificial Intelligence-Particle Swarm Optimization,
1831,Saif ur Rehman,University of Peshawar,Computer Science,KPK,Lecturer,MS,"International Islamic University,Islamabad",Pakistan,2018.0,Datamining,MS will complete in 2018
1832,Shaukat Ali,University of Peshawar,Computer Science,KPK,Lecturer,MS,,,,,
1833,Nosheen Fayyaz,University of Peshawar,Computer Science,KPK,Lecturer,MS,,,,,
1834,Sumaira Shahid,University of Peshawar,Computer Science,KPK,Lecturer,MSc,,,,,
1835,Wajeeha Khalil,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Chairperson,PhD,,Austria,,,
1836,Iftikhar Ahmad,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,PhD,University of Saarland,Germany,2013.0,"Blockchain and Cryptocurrencies, Graph Theory and Social Networks, Combinatorial Optimization, Algorithm Engineering, Game Theory, Algorithmic Trading",
1837,Kamran Ghani,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,PhD,,UK,,,
1838,Ismat Ullah Khan,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,MSc,,Pakistan,,,
1839,Sadeeq Jan,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,,,,,,PhD Study Leave
1840,Syed Adeel Ali Shah,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,PhD,,,,,
1841,Laeeq Ahmed,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,,,,,,PhD Study Leave
1842,Izhar Ullah,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Assistant Professor,,,,,,PhD Study Leave
1843,Suhail Yousaf,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,PhD,,Netherland,,"Distributed Systems, Internet of Things, High-performance Computing, GPU Computing, Wireless Sensor Networks, Pervasive Computing",
1844,Sadiq-ur-Rehman,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,MS,,Pakistan,,,
1845,M. Imran Khan Khalil,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,MS,,Pakistan,,,
1846,Muhammad Inayat Ullah,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,MS,,Pakistan,,"Vehicular Network, Databases, Android Game Development",
1847,Imran Rasheed,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,MS,,Pakistan,,,
1848,Amir Taj,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,MS,,UK,,,
1849,Aisha Javed,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,MS,,Pakistan,,,
1850,Dilawar Khan,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,MS,,Pakistan,,,
1851,Zakira Inayat,"University of Engineering and Technology,Peshawar",Computer Science,KPK,Lecturer,,,,,,PhD Study Leave
1852,Kareem Akhtar,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Coordinator,PhD,,USA,,,
1853,Noor Mohammad,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Professor/HoD,PhD,,UK,,,
1854,Syed Adeel Ali Shah,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Assistant Professor,PhD,,Malaysia,,,
1855,M. Owais Mahmudi,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Assistant Professor,PhD,,Sweden,,,
1856,Aamir Saeed,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Assistant Professor,PhD,,Denmark,,,
1857,Ikram Ullah,"University of Engineering and Technology,Jalozai Campus",Computer Science,KPK,Assistant Professor,PhD,,Sweden,,,
1858,Fazal-i-Haq,"University of Agriculture,Peshawar",Computer Science,KPK,Professor/Chairman,PhD,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2009.0,Numerical Solution of initial and initial Boundary Value Problems.,
1859,Yousaf Hayat,"University of Agriculture,Peshawar",Computer Science,KPK,Professor,PostDoc,The University of Queensland,Australia,2014.0,"Biostatistics: Statistical Genetics and Bioinformatics, Linear and Mixed Linear Models, Experimental Designs",
1860,Zafar Mahmood,"University of Agriculture,Peshawar",Computer Science,KPK,Associate Professor,PhD,University of Rochester,USA,2010.0,Applied Statistics and Biostatistics,
1861,Iftikhar ud Din,"University of Agriculture,Peshawar",Computer Science,KPK,Assistant Professor,M.Phil,University of Peshawar,Pakistan,,BioStatistics,PhD in progress
1862,Dildar Hussain,"University of Agriculture,Peshawar",Computer Science,KPK,Assistant Professor,M.Phil,Quaid-i-Azam University,Pakistan,2008.0,Bayesian Statistics,
1863,Ahmad Nawaz,"University of Agriculture,Peshawar",Computer Science,KPK,Assistant Professor,MSc,University of Peshawar,Pakistan,1987.0,fluid dynamics,
1864,Seema Zubair,"University of Agriculture,Peshawar",Computer Science,KPK,Lecturer,MS,Islamia College University ,Pakistan,2010.0,"Statistics, Human Resources management",PhD in progress
1865,Muhammad Suhail,"University of Agriculture,Peshawar",Computer Science,KPK,Lecturer,M.Phil,University of the Punjab,Pakistan,2013.0,Statistics,PhD in progress
1866,Majid Khan,"University of Agriculture,Peshawar",Computer Science,KPK,Lecturer,MS,IBMS KP Agricultural University Peshawar,Pakistan,2009.0,Mobile Ad Hoc Networks (MANETs),
